,stft,cqt,centroid,bandwidth,rollof,tempo,rms,zero_crossing_rate,genre
86,0.40996912,0.5823738,2841.244900691716,2614.8676035227145,5695.948890709656,95.703125,0.1657501,0.13594664582527088,pop
87,0.46141943,0.53242683,2908.606410569296,2662.755873436178,5912.272582629886,95.703125,0.1583816,0.1418396562983746,pop
88,0.38176426,0.46302643,2855.059524872632,2750.4868337818693,5942.255734659201,95.703125,0.1857625,0.13272746650058048,pop
89,0.4962034,0.51681495,2200.5072060643192,2311.047234248508,4551.830809035168,89.10290948275862,0.058666535,0.09929909720878483,pop
90,0.45899722,0.32660946,2134.144410861322,2400.6445487510305,4622.880379408137,89.10290948275862,0.09872045,0.07386614442240712,pop
91,0.425594,0.30384952,2241.5737592765895,2370.6043117880104,4743.729648649139,89.10290948275862,0.1147704,0.08819296633126934,pop
92,0.42310503,0.30376163,2119.3539702062403,2344.133745808401,4486.214539141109,89.10290948275862,0.11447874,0.07331361563951239,pop
93,0.45136568,0.30782774,2215.091343068337,2392.219974878136,4697.246596392463,89.10290948275862,0.11833649,0.08303237773316563,pop
94,0.47960928,0.5379295,2166.0296258427816,2265.5684590817805,4514.164370132305,129.19921875,0.19333182,0.08447492380998452,pop
95,0.41139206,0.49621627,2440.698970753688,2368.555169507293,5010.2197038869,123.046875,0.17201717,0.11371359810371517,pop
96,0.4195523,0.4799006,2442.630193210901,2402.197978313098,4980.144885745211,123.046875,0.28291285,0.10301827351006192,pop
97,0.44253677,0.3918578,2612.1270912925397,2680.422694413856,5586.032888690015,123.046875,0.33431438,0.10768151061822756,pop
98,0.42728654,0.43938574,2488.9580662156313,2567.223615326984,5344.051018587945,123.046875,0.3013623,0.09826471192917957,pop
99,0.44679725,0.5293908,1618.1189164766326,1981.0055354362564,3104.831225510352,103.359375,0.22253644,0.08207131022639319,hiphop
100,0.43220773,0.54577893,1889.4957312775427,2236.2882888394006,3860.2183244545763,103.359375,0.24079658,0.09009129196497678,hiphop
101,0.43679214,0.5543413,1965.7984165549765,2291.8220257237945,4038.7839113595687,103.359375,0.23866846,0.0953909575754644,hiphop
102,0.4673266,0.5290229,2064.0581548206937,2339.909744607499,4220.357813407024,103.359375,0.22877894,0.10157761706656347,hiphop
103,0.4270871,0.56654054,2032.7630501601473,2370.0759089310063,4190.34966152888,103.359375,0.22875816,0.09708898207720588,hiphop
104,0.47084692,0.43730086,2211.741413437834,2106.9846458454044,4237.799374606956,151.99908088235293,0.08988746,0.1096274550116099,hiphop
105,0.39170364,0.40005276,2239.444882955224,2337.6592490635826,4477.772923519737,151.99908088235293,0.15544562,0.09244388544891641,hiphop
106,0.39561194,0.47286093,2383.7287930934804,2368.7387668495203,4757.187900602264,143.5546875,0.13342026,0.11139841935952012,hiphop
107,0.37813777,0.40778482,2401.546651213942,2475.7036810009927,4847.395688461445,143.5546875,0.1520735,0.0977926815257353,hiphop
108,0.37322575,0.42764035,2433.0921763161764,2536.6132125685085,5054.494436163652,143.5546875,0.14738336,0.09641665054179567,hiphop
109,0.40633982,0.42559046,3174.368506640902,2687.4796914515077,6102.496432372291,143.5546875,0.13221206,0.16247218459752322,hiphop
110,0.44265598,0.45941097,3256.3106669357585,2751.1633906059565,6278.687033638496,143.5546875,0.1537174,0.16293287720104488,hiphop
111,0.40948918,0.47510457,3436.6539578909783,2997.035761922267,6982.499444447803,143.5546875,0.16525392,0.16364451310952013,hiphop
112,0.42975262,0.44130546,3074.7832667682537,2727.10411765123,6078.329911837268,143.5546875,0.16616815,0.1486789951383514,hiphop
113,0.37906566,0.4257663,3559.631669560144,2865.9033561102547,6811.275479815693,143.5546875,0.13570392,0.17928047298277863,hiphop
114,0.36892483,0.5094392,1455.0802030510247,1654.0809332671772,2886.824210435613,95.703125,0.084123366,0.0623325784878096,hiphop
115,0.3699114,0.54420763,2307.9941875460636,2460.445097404273,4959.1700125774,92.28515625,0.26404804,0.09188833325270898,hiphop
116,0.37554735,0.5688369,2418.605567030825,2530.3425937889756,5194.88525390625,92.28515625,0.2717144,0.10044043573432662,hiphop
117,0.38090044,0.56874263,2545.966112291004,2593.1196318825596,5422.292212140818,92.28515625,0.27761096,0.10707342661571208,hiphop
118,0.38318375,0.56095225,2470.6378037955205,2544.825045220192,5237.626662121469,92.28515625,0.278765,0.10433005696110681,hiphop
119,0.38137057,0.49765933,2419.245671174059,2417.274225538285,5144.1855604803595,95.703125,0.12226666,0.12152912151702787,hiphop
